2020-01-07,85,90,88,88
2020-01-08,82,90,89,88
2020-01-09,83,91,89,88
2020-01-10,79,90,88,88
2020-01-13,83,92,90,88
2020-01-14,79,90,89,87
2020-01-15,79,90,86,86
2020-01-16,78,91,88,88
2020-01-17,75,90,89,87
2020-01-20,73,91,89,88
2020-01-21,67,89,89,86
2020-01-22,70,91,89,88
2020-01-23,70,91,89,89
2020-01-24,66,87,88,88
2020-01-27,46,83,86,85
2020-01-28,51,82,85,85
2020-01-29,48,83,85,85
2020-01-30,36,82,85,85
2020-01-31,33,78,83,85
2020-02-03,35,79,84,85
2020-02-04,45,80,84,85
2020-02-05,47,82,84,86
2020-02-06,39,81,85,85
2020-02-07,28,74,82,84
2020-02-10,20,62,79,82
2020-02-11,25,68,79,84
2020-02-12,33,71,81,82
2020-02-13,33,71,80,82
2020-02-14,32,66,78,82
2020-02-17,35,65,79,82
2020-02-18,37,63,78,82
2020-02-19,41,66,76,82
2020-02-20,35,60,75,80
2020-02-21,33,56,69,76
2020-02-26,12,28,59,71
2020-02-27,7,21,51,67
2020-02-28,6,19,47,60
2020-03-02,16,27,54,66
2020-03-03,15,26,54,63
2020-03-04,20,31,56,63
2020-03-05,11,17,36,56
2020-03-06,6,13,31,50
2020-03-09,3,4,13,33
2020-03-10,3,5,21,42
2020-03-11,3,3,12,34
2020-03-12,3,3,6,17
2020-03-13,4,3,9,25
2020-03-16,2,2,2,11
2020-03-17,2,2,3,14
2020-03-18,2,2,2,8
2020-03-19,2,2,2,9
2020-03-20,3,2,3,9
2020-03-23,5,2,3,6
2020-03-24,7,2,3,10
2020-03-25,11,2,5,14
2020-03-26,20,3,6,18
2020-03-27,15,3,4,14
2020-03-30,20,3,5,14
2020-03-31,22,3,4,12
2020-04-01,18,3,4,13
2020-04-02,23,3,5,12
2020-04-03,22,3,4,11
2020-04-06,31,3,5,13
2020-04-07,45,4,6,16
2020-04-08,56,4,7,16
2020-04-09,61,3,4,14
2020-04-13,67,4,6,14
2020-04-14,85,6,7,17
2020-04-15,83,7,7,18
2020-04-16,82,6,7,16
2020-04-17,81,5,7,16
2020-04-20,82,7,9,16
2020-04-22,85,8,9,20
2020-04-23,78,9,9,20
2020-04-24,50,9,9,15
2020-04-27,60,11,10,16
2020-04-28,74,10,10,18
2020-04-29,78,10,11,18
2020-04-30,71,9,11,16
2020-05-04,55,10,11,17
2020-05-05,56,11,10,18
2020-05-06,44,12,11,18
2020-05-07,32,14,12,18
2020-05-08,37,16,12,19
2020-05-11,30,15,11,18
2020-05-12,28,17,12,18
2020-05-13,28,17,12,18
2020-05-14,29,19,13,18
2020-05-15,30,20,13,18
2020-05-18,44,27,13,21
2020-05-19,44,29,13,20
2020-05-20,50,32,13,20
2020-05-21,63,36,13,22
2020-05-22,59,37,12,20
2020-05-25,79,47,14,25
2020-05-26,80,51,15,25
2020-05-27,86,67,20,27
2020-05-28,85,68,19,26
2020-05-29,82,69,20,27
2020-06-01,85,78,20,26
2020-06-02,85,87,24,31
2020-06-03,88,92,26,36
2020-06-04,89,94,26,36
2020-06-05,89,94,30,39
2020-06-08,91,95,38,45
2020-06-09,89,95,39,45
2020-06-10,85,95,32,41
2020-06-12,86,93,28,39
2020-06-15,82,92,26,35
